QuizID,Category,Subtopic,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
499599,Technology & Computing,Cloud Computing,Easy,600,What does SaaS stand for in cloud computing?,Software as a System,Storage as a Service,System as a Service,Software as a Service,Software as a Service
499599,Technology & Computing,Cloud Computing,Easy,600,Which of the following is a common cloud computing service model?,Infrastructure as a Service,Integration as a Service,Internet as a Service,Information as a Service,Infrastructure as a Service
499599,Technology & Computing,Cloud Computing,Easy,600,What is the primary advantage of cloud computing?,High electricity usage,Scalability and flexibility,Decreased network reliability,Increased hardware costs,Scalability and flexibility
499599,Technology & Computing,Cloud Computing,Easy,600,Which company is one of the leading providers of cloud computing services?,Amazon Web Services (AWS),Walmart,Coca-Cola,Ford,Amazon Web Services (AWS)
499599,Technology & Computing,Cloud Computing,Easy,600,What is the term for storing files and data on the internet instead of local hard drives?,Cloud storage,Hard drive hosting,Local storage,Internet saving,Cloud storage
499599,Technology & Computing,Cloud Computing,Easy,600,What does 'IaaS' stand for in cloud computing?,Infrastructure as a Solution,Infrastructure and Security,Infrastructure as a Service,Information as a Service,Infrastructure as a Service
499599,Technology & Computing,Cloud Computing,Easy,600,Which of these is a benefit of cloud computing?,Unlimited bandwidth costs,Broad network access,Localized data storage,Expensive infrastructure,Broad network access
499599,Technology & Computing,Cloud Computing,Easy,600,What does PaaS stand for in cloud computing?,Platform and Storage,Platform as a Service,Processing as a Service,Protocol as a System,Platform as a Service
499599,Technology & Computing,Cloud Computing,Easy,600,Which type of cloud is shared among multiple organizations?,Private cloud,Public cloud,Community cloud,Personal cloud,Community cloud
499599,Technology & Computing,Cloud Computing,Easy,600,Which of the following is a cloud computing platform by Microsoft?,Microsoft Edge,Windows Azure,Google Cloud,Red Hat,Windows Azure
