QuizID,Category,Subtopic,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
164156,Health & Medicine,Nutrition & Fitness,Easy,600,What is the primary source of energy for the human body?,Protein,Carbohydrates,Fats,Fiber,Carbohydrates
164156,Health & Medicine,Nutrition & Fitness,Easy,600,Which nutrient is essential for building and repairing muscles?,Vitamin C,Protein,Calcium,Iron,Protein
164156,Health & Medicine,Nutrition & Fitness,Easy,600,What is the recommended daily intake of water?,2 liters,3 liters,4 liters,5 liters,2 liters
164156,Health & Medicine,Nutrition & Fitness,Easy,600,Which of the following is a healthy snack?,Chips,Cookies,Fresh fruits,Candy,Fresh fruits
164156,Health & Medicine,Nutrition & Fitness,Easy,600,What is the importance of regular exercise?,To gain weight,To improve mental health,To reduce stress and improve physical health,To sleep more,To reduce stress and improve physical health
164156,Health & Medicine,Nutrition & Fitness,Easy,600,Which nutrient is essential for healthy bones?,Vitamin A,Vitamin C,Calcium,Protein,Calcium
164156,Health & Medicine,Nutrition & Fitness,Easy,600,What is the benefit of eating a balanced diet?,To lose weight quickly,To gain muscle mass,To maintain overall health and well-being,To improve eyesight,To maintain overall health and well-being
164156,Health & Medicine,Nutrition & Fitness,Easy,600,Which of the following is a benefit of regular physical activity?,Increased risk of heart disease,Improved cardiovascular health,Reduced flexibility,Decreased stamina,Improved cardiovascular health
164156,Health & Medicine,Nutrition & Fitness,Easy,600,What is the importance of getting enough sleep?,To improve athletic performance,To reduce stress and improve physical and mental health,To gain weight,To stay awake during the day,To reduce stress and improve physical and mental health
164156,Health & Medicine,Nutrition & Fitness,Easy,600,Which nutrient is essential for healthy skin?,Vitamin B,Vitamin C,Vitamin E,Vitamin K,Vitamin C
