QuizID,Category,Subtopic,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
257125,General Knowledge,Economics,Medium,900,What is the primary purpose of a central bank in an economy?,Managing government spending,Controlling the money supply and interest rates,Regulating stock markets,Printing currency for public use,OptionB
257125,General Knowledge,Economics,Medium,900,Which of the following best describes 'Real GDP'?,GDP adjusted for inflation,GDP measured at current market prices,GDP excluding government spending,GDP minus exports,OptionA
257125,General Knowledge,Economics,Medium,900,"In economics, 'opportunity cost' refers to:",The monetary cost of a product,The cost of the next best alternative forgone,The total time spent producing a good,The cost of raw materials,OptionB
257125,General Knowledge,Economics,Medium,900,Which economist is most closely associated with the theory of 'Keynesian Economics'?,Adam Smith,Milton Friedman,John Maynard Keynes,Karl Marx,OptionC
257125,General Knowledge,Economics,Medium,900,What does the Consumer Price Index (CPI) measure?,Changes in the price of industrial goods,Changes in the price of a basket of consumer goods and services,Fluctuations in currency exchange rates,The average income of consumers,OptionB
257125,General Knowledge,Economics,Medium,900,Which of the following is a tool of monetary policy used by central banks?,Changing income tax rates,Open market operations,Increasing government spending,Setting import tariffs,OptionB
257125,General Knowledge,Economics,Medium,900,A 'regressive tax' is characterized by:,Taking a larger percentage of income from high-income groups,Taking a smaller percentage of income from high-income groups,Taking the same percentage of income from all groups,Being applied only to corporate profits,OptionB
257125,General Knowledge,Economics,Medium,900,What is the primary cause of demand-pull inflation?,Rising production costs,Excess demand relative to supply,Increase in unemployment,Decrease in money supply,OptionB
257125,General Knowledge,Economics,Medium,900,Which of the following is an example of a 'public good'?,A privately owned park,National defense,A toll road,A concert ticket,OptionB
257125,General Knowledge,Economics,Medium,900,"In the circular flow model, households primarily provide:",Goods and services,Labor and capital,Taxes and subsidies,Imports and exports,OptionB
