QuizID,Category,Subtopic,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
917934,Health & Medicine,Mental Health,Medium,900,What is the primary goal of cognitive-behavioral therapy (CBT) in treating mental health disorders?,To identify and change negative thought patterns,To prescribe medication for symptom management,To focus on past traumatic experiences,To promote social skills development,OptionA
917934,Health & Medicine,Mental Health,Medium,900,Which of the following is a common symptom of depression?,Excessive energy and restlessness,Loss of interest in daily activities,Increased appetite and weight gain,Improved sleep quality,OptionB
917934,Health & Medicine,Mental Health,Medium,900,What is the term for a mental health professional who specializes in the diagnosis and treatment of mental health disorders using psychotherapy?,Psychiatrist,Psychologist,Social Worker,Licensed Therapist,OptionB
917934,Health & Medicine,Mental Health,Medium,900,Which of the following medications is commonly used to treat anxiety disorders?,Selective serotonin reuptake inhibitors (SSRIs),Benzodiazepines,Antipsychotics,Mood stabilizers,OptionB
917934,Health & Medicine,Mental Health,Medium,900,What is the term for a mental health condition characterized by recurring episodes of mania or hypomania?,Major depressive disorder,Bipolar disorder,Anxiety disorder,Post-traumatic stress disorder (PTSD),OptionB
917934,Health & Medicine,Mental Health,Medium,900,Which of the following is a type of therapy that focuses on the present moment and helps individuals develop mindfulness skills?,Cognitive-behavioral therapy (CBT),Psychodynamic therapy,Dialectical behavior therapy (DBT),Humanistic therapy,OptionC
917934,Health & Medicine,Mental Health,Medium,900,"What is the term for a mental health condition characterized by excessive and persistent fear or anxiety in response to a specific object, situation, or activity?",Phobia,Obsessive-compulsive disorder (OCD),Post-traumatic stress disorder (PTSD),Panic disorder,OptionA
917934,Health & Medicine,Mental Health,Medium,900,Which of the following is a risk factor for developing a mental health disorder?,Having a strong support system,Engaging in regular exercise,Experiencing traumatic events,Having a healthy diet,OptionC
917934,Health & Medicine,Mental Health,Medium,900,What is the term for a mental health professional who specializes in the diagnosis and treatment of mental health disorders using medication?,Psychologist,Psychiatrist,Social Worker,Licensed Therapist,OptionB
917934,Health & Medicine,Mental Health,Medium,900,Which of the following is a common treatment approach for post-traumatic stress disorder (PTSD)?,Cognitive-behavioral therapy (CBT),Medication management,Eye movement desensitization and reprocessing (EMDR),All of the above,OptionD
