QuizID,Category,Subtopic,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
267029,Arts & Humanities,Fine Arts,Medium,900,Which artist is famous for his painting 'The Starry Night'?,Leonardo da Vinci,Vincent van Gogh,Claude Monet,Pablo Picasso,Vincent van Gogh
267029,Arts & Humanities,Fine Arts,Medium,900,What is the name of the famous sculpture that depicts a woman with no arms?,The Thinker,The Venus de Milo,The Mona Lisa,The Sistine Chapel,The Venus de Milo
267029,Arts & Humanities,Fine Arts,Medium,900,Who is the author of the famous painting 'The Scream'?,Pablo Picasso,Edvard Munch,Salvador Dali,Claude Monet,Edvard Munch
267029,Arts & Humanities,Fine Arts,Medium,900,What style of art is characterized by its use of small dots of color?,Impressionism,Pointillism,Cubism,Surrealism,Pointillism
267029,Arts & Humanities,Fine Arts,Medium,900,Who is the famous artist behind the painting 'Guernica'?,Francisco Goya,Joan Miro,Salvador Dali,Pablo Picasso,Pablo Picasso
267029,Arts & Humanities,Fine Arts,Medium,900,What is the name of the art movement that emerged in the 1950s and is characterized by its use of everyday objects?,Pop Art,Abstract Expressionism,Surrealism,Minimalism,Pop Art
267029,Arts & Humanities,Fine Arts,Medium,900,"Who is the author of the famous novel 'Lust for Life', which is a biography of Vincent van Gogh?",Irving Stone,Francis Bacon,Ernest Hemingway,F. Scott Fitzgerald,Irving Stone
267029,Arts & Humanities,Fine Arts,Medium,900,What is the name of the famous museum in Paris that is home to the Mona Lisa?,The Louvre,The Orsay Museum,The Rodin Museum,The Pompidou Center,The Louvre
267029,Arts & Humanities,Fine Arts,Medium,900,Who is the famous artist behind the painting 'The Persistence of Memory'?,Pablo Picasso,Salvador Dali,René Magritte,Max Ernst,Salvador Dali
267029,Arts & Humanities,Fine Arts,Medium,900,What is the name of the art movement that emerged in the 19th century and is characterized by its emphasis on light and color?,Impressionism,Expressionism,Cubism,Fauvism,Impressionism
