QuizID,Category,Subtopic,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
498167,Competitive Exams,Management Entrance Exams,Hard,1200,Which of the following is the most appropriate definition of strategic management?,"The art of planning, directing, and controlling organizational resources effectively.",The process of ensuring day-to-day operations run smoothly.,The ongoing process of forming strategies to achieve competitive advantage.,A structured approach to meeting customer satisfaction goals.,OptionC
498167,Competitive Exams,Management Entrance Exams,Hard,1200,What is the primary purpose of conducting a SWOT analysis in management?,To analyze shareholder expectations.,To evaluate market competitiveness through surveys.,"To identify strengths, weaknesses, opportunities, and threats.",To calculate financial ratios for company assessment.,OptionC
498167,Competitive Exams,Management Entrance Exams,Hard,1200,"In Porter's Five Forces Model, which of the following represents the threat posed by new entrants in a market?",Cross-selling of products.,Disruptive technologies altering competition.,Barriers to entry such as capital requirements.,Excessive reliance on customer loyalty programs.,OptionC
498167,Competitive Exams,Management Entrance Exams,Hard,1200,Which leadership style is focused on rewards and punishments to influence subordinates?,Transformational Leadership.,Transactional Leadership.,Servant Leadership.,Autocratic Leadership.,OptionB
498167,Competitive Exams,Management Entrance Exams,Hard,1200,Which type of planning is used to handle immediate responses in unforeseen circumstances?,Strategic Planning.,Contingency Planning.,Tactical Planning.,Operational Planning.,OptionB
498167,Competitive Exams,Management Entrance Exams,Hard,1200,What does the PESTLE framework analyze?,Internal factors affecting an organization.,External macro-environmental factors influencing businesses.,Customer preferences in various demographics.,Employee productivity metrics within the workplace.,OptionB
498167,Competitive Exams,Management Entrance Exams,Hard,1200,Which financial ratio measures a company’s ability to cover short-term obligations with its most liquid assets?,Debt-to-Equity Ratio.,Quick Ratio.,Net Profit Margin.,Inventory Turnover Ratio.,OptionB
498167,Competitive Exams,Management Entrance Exams,Hard,1200,"The principle of 'Unity of Command,' as proposed by Fayol, implies that each employee:",Reports to multiple superiors for balanced accountability.,Reports to one superior for effective direction.,Can independently choose whom to report to.,Reports to parallel teams simultaneously.,OptionB
498167,Competitive Exams,Management Entrance Exams,Hard,1200,Which of the following is a benefit associated with decentralization in organizations?,Improved customer satisfaction.,Faster decision-making processes at lower levels.,Increased control from the top management.,Enhanced employee redundancy prevention measures.,OptionB
498167,Competitive Exams,Management Entrance Exams,Hard,1200,The 'Balance Scorecard' approach in management primarily focuses on which four perspectives?,"Customer, growth, profitability, and change.","Stakeholder, process, skills, and policy.","Financial, customer, internal processes, and learning & growth.","Knowledge management, operations, strategy, and social responsibility.",OptionC
