QuizID,Category,Subtopic,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
242976,"AI, Ethics & Future",Automation,Medium,900,Which ethical concern is most commonly associated with automating decision-making using AI?,Excessive computational cost,Bias in algorithms,Reduced consumer choice,Limited hardware resources,Bias in algorithms
242976,"AI, Ethics & Future",Automation,Medium,900,"In the context of automation and AI, what does 'job displacement' refer to?",Workers moving to remote work environments,Reduction in the number of available human jobs due to machines,Increased job satisfaction,Temporary leave from workplace,Reduction in the number of available human jobs due to machines
242976,"AI, Ethics & Future",Automation,Medium,900,What is a potential positive impact of automation within the healthcare industry?,Increased medical errors,Improved accuracy in diagnosis,Longer patient wait times,Decreased access to treatments,Improved accuracy in diagnosis
242976,"AI, Ethics & Future",Automation,Medium,900,Which is NOT considered a risk associated with increased automation and AI?,Loss of privacy,Technological unemployment,Human creativity boost,Algorithmic bias,Human creativity boost
242976,"AI, Ethics & Future",Automation,Medium,900,Which principle is fundamental to ensuring ethical automation in AI systems?,Transparency,Profit maximization,Monopoly creation,Data hoarding,Transparency
242976,"AI, Ethics & Future",Automation,Medium,900,The concept of 'AI for good' in automation mainly focuses on:,Replacing all human labor,Maximizing company profits,Solving social or environmental issues,Increasing data collection,Solving social or environmental issues
242976,"AI, Ethics & Future",Automation,Medium,900,What is one way to minimize the bias in AI-powered automated decision systems?,Regularly auditing algorithms,Using only a single dataset,Ignoring output errors,Limiting user access,Regularly auditing algorithms
242976,"AI, Ethics & Future",Automation,Medium,900,Which future trend could result from widespread automation?,Universal basic income,Decreased internet usage,Less innovation,Reduced efficiency,Universal basic income
242976,"AI, Ethics & Future",Automation,Medium,900,How can policymakers address ethical challenges posed by automation?,Implementing regulations and standards,Discouraging AI research entirely,Promoting unchecked data collection,Eliminating public discussions,Implementing regulations and standards
242976,"AI, Ethics & Future",Automation,Medium,900,Which aspect of automation is likely to challenge traditional privacy norms?,Automated data collection,Manual record keeping,Paper-based workflows,Physical security,Automated data collection
